college_name,location,num_courses_offered,college_rating,exams_accepted,exam_count,min_fees,max_fees,avg_fees,placement_rating,min_package,max_package,avg_package
"Andhra University College of Engineering , Andhra University, Visakhapatnam",Visakhapatnam,18,4.0,AP EAMCETCBSE 12th / BIEAPISC +3,5,1.78,8.0,4.89,4.0,5.88,6.5,6.19
Rohini College of Engineering and Technology,Kanyakumari,16,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,1.6,2.8,2.2,4.4,3.5,3.5,3.5
"GITAM School of Technology, Hyderabad",Hyderabad,13,4.0,JEE Main / AP EAMCETTS EAMCETGITAM GATCUETJEE Advanced / UCEED +6,9,12.21,16.47,14.34,4.0,3.96,4.8,4.38
Shiv Nadar University (SNU),Greater Noida,5,4.3,JEE Main,1,16.0,22.0,19.0,4.3,17.9,17.9,17.9
Trinity College of Engineering and Research,Pune,9,4.2,MHT CETJEE Main,1,2.41,3.22,2.82,4.2,4.5,4.5,4.5
Woxsen University,Hyderabad,5,4.4,MHT CETJEE Main / AP EAMCETTS EAMCETVITEEECUETSAT India +6,8,12.0,12.75,12.38,4.4,8.5,8.5,8.5
IIIT Lucknow - Indian Institute of Information Technology,Lucknow,4,4.2,JEE Main,1,9.6,9.6,9.6,4.7,,,
Vishwakarma Government Engineering College,Ahmedabad,12,4.2,JEE Main / GUJCET,2,6.0,6.0,6.0,4.2,3.49,3.49,3.49
Bonam Venkata Chalamayya Institute of Technology and Science,East Godavari,8,4.1,JEE Main / AP EAMCETCBSE 12th / BIEAP +3,6,2.11,2.11,2.11,4.1,3.6,3.6,3.6
"Saveetha School of Engineering, Saveetha University",Chennai,21,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,1.4,9.0,5.2,4.0,5.2,5.2,5.2
"Avanthi Institute Of Engineering And Technology, Hayathnagar",Telangana - Other,7,3.9,TS EAMCET,1,2.8,2.8,2.8,3.8,,,
Matrusri Engineering College,Hyderabad,12,4.2,TS EAMCET,1,4.0,4.2,4.1,4.2,4.18,4.18,4.18
Shriram Institute of Technology (SRIT),Meerut,6,4.2,JEE Main,1,2.45,2.45,2.45,4.2,,,
IIT Indore - Indian Institute of Technology,Indore,9,4.2,JEE Main / JEE Advanced,2,8.0,8.0,8.0,4.2,21.2,21.2,21.2
Guru Ghasidas Vishwavidyalaya,BilasPur,10,3.4,JEE Main,1,1.1,1.1,1.1,3.4,4.0,4.0,4.0
IIIT Nagpur - Indian Institute of Information Technology,Nagpur,6,3.8,JEE Main,1,7.92,7.92,7.92,3.8,11.0,11.0,11.0
Guru Gobind Singh Indraprastha University - East Delhi Campus,Delhi,4,4.0,JEE Main / CUETIPU CET +1,3,7.15,7.15,7.15,4.0,8.15,8.15,8.15
Odisha University of Technology and Research,Bhubaneswar,14,3.9,JEE Main / OJEECBSE 12th / ISCOdisha CHSE +3,6,1.42,3.2,2.31,3.9,6.5,6.5,6.5
"Siddhartha Institute of Engineering and Technology, Hyderabad",Hyderabad,7,3.8,TS EAMCET,1,2.85,2.85,2.85,3.7,,,
St. Mary's Group of Institutions,Hyderabad,8,3.9,TS EAMCET,1,2.4,2.4,2.4,3.6,,,
"SAGE University, Bhopal",Bhopal,16,3.9,JEE Main / SEECBSE 12th / ISCMPBSE 12th +3,6,1.35,17.5,9.43,3.6,,,
Panimalar Engineering College,Chennai,12,3.7,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.7,4.0,4.0,4.0
SNIST - Sreenidhi Institute of Science and Technology,Hyderabad,12,4.0,TS EAMCET,1,5.2,5.2,5.2,4.0,4.43,4.43,4.43
St. Mary's Women's Engineering College,Guntur,5,3.0,AP EAMCET,1,1.4,1.72,1.56,1.0,,,
Vishwakarma University,Pune,7,3.6,VUNET,1,9.3,14.0,11.65,3.6,6.0,6.5,6.25
SISTEC - Sagar Institute of Science and Technology,Bhopal,11,3.9,JEE Main,1,2.0,3.84,2.92,3.7,,,
Vidyavardhini's College of Engineering and Technology,Mumbai,7,3.9,CBSE 12th / ISCMaharashtra HSC +1,3,5.2,5.2,5.2,3.7,,,
Babu Banarasi Das University,Lucknow,10,3.9,CBSE 12th / UP 12th / ISC +2,5,3.6,6.82,5.21,3.9,5.5,5.5,5.5
Terna Engineering College,Navi Mumbai,15,3.6,MHT CETJEE Main,1,5.72,5.72,5.72,3.6,4.25,4.25,4.25
Aditya Engineering College,East Godavari,11,4.1,AP EAMCETMATXATCATAPICETCBSE 12th / BIEAP +5,7,2.04,3.6,2.82,4.1,4.5,4.5,4.5
R. C. Patel Institute of Technology,Dhule,11,4.1,MHT CETJEE Main,1,3.0,4.4,3.7,4.1,3.6,3.6,3.6
Sankalchand Patel College of Engineering,Visnagar,7,3.6,JEE Main / CBSE 12th / ISCGSEBGUJCET +4,7,2.4,3.4,2.9,3.6,3.25,3.25,3.25
"Cluster Innovation Centre, University of Delhi",Delhi,1,3.8,CUET,1,75.0,75.0,75.0,3.1,,,
Netaji Subhash Engineering College,Kolkata,14,3.8,JEE Main / WBJEE,2,5.5,6.97,6.24,3.8,,,
SJC Institute of Technology,Chikballpura,13,4.0,COMEDK UGETKCET,1,1.05,13.0,7.02,4.0,4.6,4.6,4.6
"Amrita School of Engineering, Amrita Vishwa Vidyapeetham - Chennai Campus",Chennai,7,3.4,JEE Main / AEEE,2,8.0,18.0,13.0,3.6,,,
IIIT Bhopal - Indian Institute of Information Technology,Bhopal,9,3.6,JEE Main,1,9.07,9.07,9.07,4.2,,,
Bundelkhand Institute of Engineering and Technology,Jhansi,16,3.5,JEE Main / UPTAC,2,1.73,2.89,2.31,3.5,4.4,4.4,4.4
JIS College of Engineering,Kolkata,17,4.1,JEE Main / WBJEEWBJEE JELETCEE AMPAI +3,5,3.01,5.5,4.26,4.1,5.1,5.1,5.1
Siddaganga Institute of Technology,Tumkur,12,4.1,JEE Main / COMEDK UGETKCET +2,4,3.86,10.46,7.16,4.1,,,
NIIT University,Neemrana,17,3.8,JEE Main / BITSATSAT India / CUET +3,6,13.0,14.61,13.8,3.7,,,
Lords Institute of Engineering and Technology,Hyderabad,9,3.9,TS EAMCET,1,3.12,3.72,3.42,3.9,3.7,3.7,3.7
Gayatri Vidya Parishad College of Engineering,Visakhapatnam,17,4.0,AP EAMCETAP ECET,1,3.11,4.2,3.66,4.0,5.5,5.5,5.5
Ghani Khan Choudhury Institute of Engineering and Technology,Malda,6,3.8,JEE Main / WBJEE,2,1.3,1.3,1.3,3.8,2.4,2.4,2.4
Acropolis Institute of Technology and Research,Indore,16,3.9,JEE Main / MPPETMP BECBSE 12th / ISCMPBSE 12th +5,8,1.47,2.41,1.94,3.9,3.71,3.71,3.71
Sri Ramakrishna Engineering College,Coimbatore,16,3.9,CBSE 12th / ISCTamilnadu 12th +1,3,2.25,3.0,2.62,3.9,4.52,4.52,4.52
"Greater Noida Institute of Technology, IPU",Greater Noida,5,4.0,JEE Main / IPU CET,2,3.99,5.42,4.7,3.8,,,
Jayawantrao Sawant College of Engineering,Pune,7,4.3,MHT CETJEE Main,1,3.96,3.96,3.96,4.3,3.25,3.25,3.25
Dr. Akhilesh Das Gupta Institute of Technology and Management (Formerly Northern India Engineering College),Delhi,17,3.7,JEE Main / IPU CET,2,2.87,3.91,3.39,3.7,5.01,5.01,5.01
KalaignarKarunanidhi Institute of Technology - KIT,Coimbatore,24,4.4,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,4.4,4.55,6.7,5.62
JSPM’s Bhivarabai Sawant Institute of Technology and Research,Pune,7,4.3,MHT CETJEE Main,1,2.28,3.13,2.7,4.1,,,
Indrashil University,Ahmedabad,6,3.7,JEE Main / GUJCETCBSE 12th / ISCGSEB HSC +4,7,3.12,3.12,3.12,3.7,3.25,3.25,3.25
"IIIT Guwahati - Indian Institute of Information Technology, Assam",Guwahati,2,4.0,JEE Main,1,11.0,11.0,11.0,4.0,7.84,12.0,9.92
Madhav Institute of Technology and Science,Gwalior,33,3.7,JEE Main / MPPETMP BECBSE 12th / ISCMPBSE 12th +5,8,1.71,3.48,2.6,3.7,4.5,4.5,4.5
NIT Andhra Pradesh - National Institute of Technology,Tadepalligudem,8,3.7,JEE Main / DASA UG,2,5.0,5.0,5.0,3.5,,,
Loyola - ICAM College of Engineering and Technology,Chennai,6,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.0,4.0,4.0,4.0
IIT Ropar - Indian Institute of Technology,Ropar,12,4.4,JEE Main / JEE Advanced,2,35.7,8.0,21.85,4.4,12.0,12.0,12.0
"Poornima Institute of Engineering and Technology, Poornima Group of Colleges",Jaipur,11,4.0,JEE Main / REAP,2,1.8,3.26,2.53,4.0,5.5,5.6,5.55
DDU - Dharmsinh Desai University,Gujarat - Other,7,3.9,JEE Main / GUJCET,2,7.2,7.2,7.2,3.9,4.5,4.5,4.5
Sapthagiri College of Engineering,Bangalore,17,3.8,JEE Main / COMEDK UGETKCET +2,4,1.76,3.86,2.81,3.8,,,
Maharaj Vijayaram Gajapathi Raj College of Engineering (MVGRCE),Vizianagaram,12,4.3,AP EAMCETCBSE 12th / BIEAP +2,4,2.23,3.08,2.66,4.0,,,
SR Group of Institutions,Lucknow,14,3.6,JEE Main / CBSE 12th / UP 12th / ISC +3,7,1.95,4.42,3.18,3.1,,,
ADYPU - Ajeenkya DY Patil University,Pune,1,3.8,MHT CETJEE Main,1,10.0,10.0,10.0,5.0,,,
"Shiv Nadar University, Chennai",Chennai,3,4.3,JEE Main / SNUCEE,2,12.0,12.0,12.0,4.0,,,
"Government College of Engineering, Nagpur",Nagpur,5,3.8,MHT CETJEE Main,1,1.16,1.16,1.16,3.7,,,
Mewar University,Rajasthan - Other,34,3.4,JEE Main / CUETMUEECBSE 12th / ISCRBSE 12th / CUET-PG +5,9,1.35,6.8,4.08,3.4,4.8,4.8,4.8
"Government College of Engineering, Amravati",Amravati,8,3.5,MHT CETJEE Main,1,45.0,2.44,23.72,3.5,5.0,5.0,5.0
Bannari Amman Institute of Technology,Erode,33,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,4.3,,,
NIT Sikkim - National Institute of Technology,Sikkim - Other,6,3.9,JEE Main,1,5.0,5.0,5.0,3.9,8.5,8.5,8.5
Shri Ramswaroop Memorial College of Engineering and Management,Lucknow,15,3.4,JEE Main / UPTAC,2,2.45,4.12,3.28,3.1,,,
GKV - Gurukula Kangri Vishwavidyalaya,Haridwar,5,3.2,JEE Main,1,2.52,3.62,3.07,3.2,4.39,4.39,4.39
Alliance School of Computer Science and Engineering,Bangalore,21,4.0,JEE Main / COMEDK UGETKCETJEE Advanced / CBSE 12th / ISCKarnataka 2nd PUC +6,10,6.25,20.0,13.12,3.7,,,
Rajarambapu Institute of Technology,Kolhapur,27,4.0,MHT CETJEE Main / CBSE 12th / ISCMaharashtra HSC +4,7,3.65,5.46,4.56,4.0,4.18,4.2,4.19
Vignan's Institute of Information Technology,Visakhapatnam,11,4.1,AP EAMCETCBSE 12th / BIEAP +2,4,2.75,2.75,2.75,4.1,4.25,4.25,4.25
"KIT College of Engineering, Kolhapur",Kolhapur,10,3.9,MHT CETJEE Main / ICAR AIEEA +2,4,3.39,3.39,3.39,3.5,,,
CVR College of Engineering,Ranga Reddy,13,4.2,TS EAMCET,1,4.6,6.0,5.3,4.2,4.5,4.5,4.5
SR University,Warangal,10,4.0,TS EAMCET,1,2.85,4.37,3.61,4.0,10.0,10.0,10.0
R.M.K. College of Engineering and Technology,Thiruvarur,7,3.8,CBSE 12th / ISCTamilnadu 12th +1,3,2.0,2.0,2.0,3.8,4.75,4.75,4.75
"RKDF University, Bhopal",Bhopal,29,3.3,JEE Main / CUET,2,2.0,2.2,2.1,3.3,2.5,2.7,2.6
Jabalpur Engineering College,Jabalpur,11,3.7,JEE Main / MPPETMP BE +2,4,33.45,89.2,61.32,3.7,4.41,4.41,4.41
"Government Engineering College, Gandhinagar",Gandhinagar,10,4.0,JEE Main / GUJCET,2,6.0,6.0,6.0,3.5,,,
Chandigarh College of Engineering and Technology,Chandigarh,8,3.6,JEE Main / PULEETJAC Chandigarh +2,4,1.93,3.02,2.48,3.6,5.5,5.5,5.5
"Government Engineering College, Thrissur",Thrissur,10,4.4,KEAM,1,34.6,34.6,34.6,4.4,6.5,6.5,6.5
IIIT Dharwad - Indian Institute of Information Technology,Dharwad,3,3.5,JEE Main / KCET,2,15.08,15.08,15.08,3.5,9.34,9.34,9.34
Adani Institute of Infrastructure Engineering,Ahmedabad,2,3.7,JEE Main / GUJCETCUET +2,4,7.28,7.28,7.28,3.7,3.6,3.6,3.6
"Amity University, Punjab",Mohali,8,3.7,CBSE 12th / ISCPSEB 12th / CUET +2,5,4.8,9.33,7.06,3.8,,,
NIT Manipur - National Institute of Technology,Imphal,5,3.5,JEE Main,1,5.0,5.0,5.0,3.5,,,
JMIT - Seth Jai Parkash Mukand Lal Institute of Engineering and Technology,Yamuna Nagar,8,3.9,JEE Main / HSTES,2,2.18,3.64,2.91,3.9,3.6,3.6,3.6
"Dr. Ambedkar Institute Of Technology (AIT), Bangalore",Bangalore,18,3.7,COMEDK UGETKCET,1,4.3,4.3,4.3,3.4,,,
Sri Satya Sai University of Technology and Medical Sciences (SSSUTMS),Bhopal,11,2.8,CBSE 12th / ISCMPBSE 12th +1,3,2.12,2.12,2.12,1.7,,,
Malla Reddy University,Hyderabad,9,4.1,JEE Main / TS EAMCETTS ECET +2,4,8.0,8.0,8.0,3.9,,,
GD Goenka University,Gurgaon,11,3.8,JEE Main / CBSE 12th / ISCHBSE 12th / GD Goenka Test +4,8,7.2,11.8,9.5,3.8,5.53,5.53,5.53
RSET - Rajagiri School of Engineering and Technology,Kochi,9,3.9,KEAM,1,3.0,3.0,3.0,3.9,4.5,4.5,4.5
IIIT Kota - Indian Institute of Information Technology,Kota,3,3.9,JEE Main,1,7.2,7.2,7.2,3.9,10.0,10.0,10.0
IIIT Manipur - Indian Institute of Information Technology,Imphal,6,3.3,JEE Main,1,11.2,11.2,11.2,3.3,,,
IIIT Una - Indian Institute of Information Technology,Una,5,4.0,JEE Main / DASA UG,2,8.4,8.4,8.4,4.1,,,
Ravindra College of Engineering For Women,Kurnool,4,4.5,AP EAMCET,1,1.4,1.72,1.56,4.4,,,
"GITAM School of Technology, Bengaluru",Bangalore,12,4.1,JEE Main / AP EAMCETTS EAMCETGITAM GATKCETJEE Advanced / CUET +6,9,10.23,12.93,11.58,4.1,3.96,4.8,4.38
PVG's College of Engineering and Technology and G.K. Pate (Wani) Institute of Management,Pune,7,3.7,MHT CETJEE Main,1,3.54,3.54,3.54,3.7,3.6,3.6,3.6
AKU - Dr. A.P.J Abdul Kalam University,Indore,12,4.2,JEE Main,1,3.56,3.58,3.57,4.0,,,
Amrita Vishwa Vidyapeetham - Amaravati Campus,Guntur,4,4.2,JEE Main / AEEE,2,10.0,18.0,14.0,4.6,,,
Bhabha Engineering Research Institute,Bhopal,7,4.0,JEE Main,1,1.76,1.76,1.76,4.0,2.8,2.8,2.8
"MVPS’s KBTCOE, NASHIK",Nashik,11,3.9,MHT CETJEE Main,1,2.76,4.1,3.43,3.9,3.4,3.4,3.4
Anil Neerukonda Institute of Technology and Sciences,Visakhapatnam,16,4.0,AP EAMCETAP ECET,1,2.29,3.36,2.82,4.0,3.2,4.5,3.85
JSS Academy of Technical Education,Bangalore,20,3.8,COMEDK UGETKCET,1,3.05,10.46,6.76,3.8,5.6,5.6,5.6
Alard University,Pune,12,3.6,MHT CETJEE Main,1,7.8,9.0,8.4,3.2,,,
St. Francis Institute of Technology,Mumbai,8,3.9,MHT CETJEE Main,1,3.39,4.32,3.86,3.9,4.5,4.5,4.5
Keshav Memorial Institute of Technology,Hyderabad,4,4.3,TS EAMCET,1,4.12,4.12,4.12,4.3,7.0,7.0,7.0
"Swami Keshvanand Institute of Technology Management and Gramothan, Jaipur",Jaipur,17,4.0,JEE Main / REAP,2,2.22,4.88,3.55,4.0,5.0,5.0,5.0
"Government College of Engineering, Karad",Satara,10,3.9,MHT CETJEE Main,1,1.58,2.34,1.96,3.7,,,
Dronacharya Group of Institutions,Greater Noida,15,3.9,JEE Main / UPTAC,2,2.43,3.75,3.09,3.9,,,
Central University of Jharkhand,Ranchi,8,4.6,CBSE 12th / ISCJAC 12th / CUET +2,5,2.19,2.62,2.41,4.6,3.8,3.8,3.8
"Government College of Engineering, Aurangabad",Aurangabad,6,3.9,CBSE 12th / ISCMaharashtra HSC +1,3,60.0,60.0,60.0,3.9,5.57,5.57,5.57
IIT Bhubaneswar - Indian Institute of Technology,Bhubaneswar,17,4.1,JEE Main / JEE Advanced,2,8.0,10.0,9.0,4.1,8.5,32.9,20.7
Maharashtra Institute of Technology,Aurangabad,15,3.7,MHT CETJEE Main / ICAR AIEEA +2,4,3.36,4.96,4.16,3.4,,,
UnitedWorld Institute of Technology (UIT),Ahmedabad,6,4.3,JEE Main / GUJCET,2,5.82,6.36,6.09,4.1,,,
JGEC - Jalpaiguri Government Engineering College,Jalpaiguri,7,4.2,JEE Main / WBJEE,2,37.47,1.11,19.29,4.2,4.6,4.6,4.6
Pragati Engineering College,East Godavari,12,4.0,AP EAMCET,1,2.52,3.11,2.82,4.1,,,
Ashokrao Mane Group of Institutions (AMGOI),Kolhapur,10,4.3,MHT CETJEE Main,1,1.06,2.42,1.74,4.2,,,
Rajendra Mane College of Engineering and Technology (RMCET),Ratnagiri,7,3.7,MHT CETJEE Main,1,2.06,2.48,2.27,3.7,3.6,3.6,3.6
Muzaffarpur Institute of Technology,Muzaffarpur,9,3.9,JEE Main / BCECEBihar UGEAC +2,4,1.11,1.11,1.11,3.9,4.28,4.28,4.28
Marwadi University,Rajkot,14,4.1,JEE Main / GUJCETCUET +2,4,1.8,6.0,3.9,3.8,,,
"Centurion University of Technology and Management, Bhubaneswar Campus",Bhubaneswar,8,3.8,JEE Main / CUEE,2,5.68,6.8,6.24,3.8,4.0,4.0,4.0
"Indian Institute of Information Technology, Kalyani",Kalyani,4,3.6,JEE Main,1,10.0,10.0,10.0,3.6,9.0,9.0,9.0
New Horizon Institute of Technology & Management,Thane,8,3.3,MHT CETJEE Main,1,2.73,2.73,2.73,2.7,,,
Ambalika Institute of Management and Technology,Lucknow,9,3.8,JEE Main / CUET,2,1.16,3.57,2.36,3.5,,,
Dr. D.Y. Patil Institute Of Technology,Pune,13,3.7,MHT CETJEE Main,1,1.75,4.42,3.08,3.2,,,
"School of Engineering, UPES",Dehradun,35,4.2,JEE Main / UPESEATSAT India / CUET +3,6,12.59,19.24,15.92,4.2,,,
IIIT Raichur - Indian Institute of Information Technology,Raichur,3,2.8,JEE Main / KCET,2,10.0,10.0,10.0,3.0,,,
Rajiv Gandhi Institute of Petroleum Technology,Amethi,14,4.0,JEE Main / JEE Advanced,2,8.0,10.77,9.38,4.0,7.98,10.0,8.99
Netaji Subhas University of Technology (West Campus),Delhi - Other,4,3.3,JEE Main / JAC Delhi,2,3.95,3.95,3.95,3.3,17.0,17.0,17.0
"Faculty of Engineering and Technology, Agra College",Agra,8,3.5,JEE Main / UPTAC,2,2.03,2.45,2.24,3.1,,,
Coimbatore Marine College,Coimbatore,2,3.7,IMUCET,1,2.97,2.97,2.97,3.3,,,
Dr. D.Y. Patil College Of Engineering And Innovation,Pune,7,3.2,MHT CETJEE Main,1,2.25,3.08,2.66,2.9,,,
FISAT - Federal Institute of Science and Technology,Ernakulum,7,4.0,KEAM,1,5.57,5.57,5.57,4.0,,,
IIIT Sonepat - Indian Institute of Information Technology,Sonepat,3,3.9,JEE Main / DASA UG,2,7.2,7.2,7.2,3.9,11.7,11.7,11.7
MVSR Engineering College,Hyderabad,15,4.0,TS EAMCETAP ECET,1,2.85,5.2,4.03,4.0,5.75,5.75,5.75
"Shree L.R. Tiwari College of Engineering, Shree Rahul Education Society's",Thane,10,3.6,MHT CETJEE Main,1,3.12,3.35,3.24,3.6,3.6,3.6,3.6
"Oriental Institute of Science and Technology, Bhopal",Bhopal,10,3.8,JEE Main / MP BECBSE 12th / ISCMPBSE 12th +4,7,2.1,2.39,2.24,3.8,4.5,4.5,4.5
JD College of Engineering and Management,Nagpur,10,4.1,MHT CETJEE Main,1,3.18,3.18,3.18,3.8,,,
G.V. Acharya Institute of Engineering and Technology,Mumbai,9,4.0,MHT CETJEE Main / CBSE 12th / ISCMaharashtra HSC +4,7,1.46,1.46,1.46,4.0,,,
Anna University - Coimbatore Regional Campus,Coimbatore,6,4.1,CBSE 12th / ISCTamilnadu 12th +1,3,48.0,48.0,48.0,4.1,6.3,7.5,6.9
SRM TRP Engineering College,Tiruchirappalli,13,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,2.0,1.75,4.3,3.5,4.0,3.75
Modern Education Society's College of Engineering,Pune,7,4.0,MHT CETJEE Main,1,2.84,4.07,3.46,4.0,4.12,4.12,4.12
"College of Engineering, Sri Venkateswara University",Tirupati,7,3.9,AP EAMCETCBSE 12th / BIEAP +2,4,44.14,6.0,25.07,3.9,4.75,4.75,4.75
Dhole Patil College of Engineering,Pune,11,4.0,MHT CETJEE Main,1,2.22,3.31,2.76,4.0,3.0,3.5,3.25
"NMAM Institute of Technology, NITTE University",Mangalore,14,4.0,KCETNUCAT,1,5.0,14.0,9.5,4.0,8.0,8.0,8.0
Sister Nivedita University,Kolkata,14,4.0,WBJEESNUETCBSE 12th / ISCWBCHSE +3,5,6.57,9.03,7.8,4.0,5.0,5.0,5.0
"Amity University, Greater Noida",Greater Noida,16,3.4,CBSE 12th / UP 12th / ISC +2,5,6.64,16.52,11.58,3.4,6.3,6.3,6.3
G.B. Pant Delhi Skill and Entrepreneurship University - Okhla: I Campus,Delhi,3,3.4,JEE Main / JAC Delhi,2,5.85,5.85,5.85,3.3,,,
"Government College of Engineering and Research, Avasari",Pune,6,3.9,MHT CETJEE Main,1,60.0,60.0,60.0,3.9,3.89,3.89,3.89
Adi Shankara Institute of Engineering and Technology,Ernakulum,10,3.7,JEE Main / KEAM,2,3.0,3.0,3.0,3.7,3.5,3.5,3.5
"SGT University, Gurgaon",Gurgaon,26,3.7,JEE Main / CUETHSTESCBSE 12th / ISCHBSE 12th +4,7,3.5,13.0,8.25,3.4,,,
SR University,Warangal,17,4.3,TS EAMCET,1,4.6,9.0,6.8,4.3,10.0,10.0,10.0
PIET - Panipat Institute of Engineering and Technology,Panipat,10,3.9,JEE Main / HSTES,2,3.25,3.94,3.6,3.9,4.4,4.4,4.4
SIT - Sinhgad Institute of Technology,Pune,7,3.9,MHT CETJEE Main,1,4.44,4.44,4.44,3.9,3.5,3.5,3.5
AOT- Academy of Technology,West Bengal - Other,9,4.3,JEE Main / WBJEE,2,2.6,4.69,3.65,4.3,4.08,4.08,4.08
Meghnad Saha Institute of Technology,Kolkata,13,3.6,JEE Main / WBJEE,2,5.55,6.97,6.26,3.5,,,
Padmabhushan Vasantdada Patil Pratishthan College of Engineering,Mumbai,11,3.5,MHT CETJEE Main,1,4.65,5.32,4.99,3.5,3.5,3.5,3.5
"Rizvi College of Engineering, Mumbai",Mumbai,5,3.6,MHT CETJEE Main,1,3.98,3.98,3.98,3.2,,,
ACE Engineering College,Hyderabad,11,4.3,JEE Main / TS EAMCET,2,4.4,4.4,4.4,4.1,,,
Gautam Buddha University,Greater Noida,34,3.9,JEE Main / CBSE 12th / UP 12th / ISCDASA UG +4,8,2.85,12.0,7.42,3.9,3.57,4.5,4.04
"Graphic Era Hill University, Dehradun",Dehradun,13,4.0,JEE Main / CUET,2,5.21,16.38,10.8,3.9,,,
IIT Tirupati - Indian Institute of Technology,Chittoor,6,4.2,JEE Main / JEE Advanced,2,8.0,8.0,8.0,4.2,11.0,20.32,15.66
JSPM - TSSM's Padmabhooshan Vasantdada Patil Institute of Technology,Pune,6,3.8,MHT CETJEE Main,1,2.65,3.59,3.12,3.6,,,
NMIMS Deemed to be University - Navi Mumbai Campus,Navi Mumbai,3,3.5,MHT CETJEE Main / CBSE 12th / ISCMaharashtra HSCNMIMS CET +5,8,10.08,11.9,10.99,3.5,3.5,8.5,6.0
JSPM University,Pune,24,4.0,CBSE 12th / ISCMaharashtra HSC +1,3,4.47,5.96,5.22,4.0,,,
"Bundelkhand University, Jhansi",Uttar Pradesh - Other,8,3.5,JEE Main / UPTACCUETCBSE 12th / UP 12th / ISC +5,9,3.4,3.4,3.4,3.5,4.8,4.8,4.8
"University Institute of Technology, Bhopal - Rajiv Gandhi Proudyogiki Vishwavidyalay",Bhopal,26,3.8,JEE Main / CBSE 12th / ISCMPBSE 12th / MPPETMP BE +5,9,89.2,1.78,45.49,3.5,,,
IIIT Agartala - Indian Institute of Information Technology,Agartala,1,3.8,JEE Main,1,8.0,8.0,8.0,4.0,,,
IIT Dharwad - Indian Institute of Technology,Dharwad,9,3.9,JEE Main / JEE Advanced / KCET +2,5,8.0,8.0,8.0,3.9,10.0,10.0,10.0
Sri Venkateswara College of Engineering,Chennai,22,4.3,CBSE 12th / ISCTamilnadu 12th +1,3,1.5,4.35,2.92,4.2,,,
"D Y Patil University, Pune",Pune,11,4.2,MHT CETJEE Main / CBSE 12th / ISCMaharashtra HSC +4,7,5.4,8.0,6.7,3.9,,,
"Guru Nanak Institute of Technology, Telangana",Hyderabad,12,4.0,TS EAMCET,1,3.46,4.8,4.13,4.0,4.71,4.71,4.71
Parvatibai Genba Moze College of Engineering,Pune,6,4.1,MHT CETJEE Main,1,1.34,1.34,1.34,4.1,2.5,2.5,2.5
IIT Goa - Indian Institute of Technology,Ponda,4,4.0,JEE Main / JEE Advanced,2,8.0,8.0,8.0,4.1,,,
"University Institute of Engineering and Technology, CSJM University",Kanpur,6,3.6,JEE Main,1,3.61,4.61,4.11,3.6,4.1,4.1,4.1
Bharath Institute of Higher Education and Research (BIHER),Chennai,58,4.1,BEEE,1,6.0,14.0,10.0,4.1,8.1,8.1,8.1
"Alagappa College of Technology, Anna University",Chennai,9,4.0,CBSE 12th / ISCTamilnadu 12th +1,3,48.0,80.0,64.0,4.0,7.5,7.5,7.5
G.Narayanamma Institute of Technology and Science,Hyderabad,7,4.4,TS EAMCET,1,4.0,4.0,4.0,4.4,6.0,6.37,6.18
Mizoram University,Aizawl,5,3.4,JEE Main / MZUEEE,2,1.36,1.36,1.36,3.4,10.0,10.0,10.0
Alpha College of Engineering,Chennai,8,4.2,CBSE 12th / ISCTamilnadu 12th +1,3,4.4,4.4,4.4,4.2,,,
Indian Institute for Aeronautical Engineering and Information Technology,Pune,4,3.8,CBSE 12th / ISCMaharashtra HSC +1,3,9.2,9.2,9.2,4.0,,,
"Jawaharlal Nehru Engineering College, MGM University",Aurangabad,20,4.1,MHT CETJEE Main / PERA CET +2,4,1.5,6.0,3.75,3.6,,,
Birla Vishvakarma Mahavidyalaya,Anand,8,3.9,JEE Main / GUJCET,2,5.68,5.68,5.68,3.9,4.0,4.0,4.0
St. Vincent Pallotti College of Engineering and Technology,Nagpur,13,3.8,MHT CETJEE Main,1,2.78,4.4,3.59,3.8,3.25,3.6,3.42
Dhanalakshmi Srinivasan University,Tiruchirappalli,13,4.0,JEE Main,1,3.0,9.0,6.0,3.9,,,
Calcutta Institute of Technology,Kolkata,16,3.3,JEE Main / WBJEECBSE 12th / ISCWBCHSE +4,7,2.25,3.72,2.99,3.0,,,
NSS College of Engineering,Palakkad,8,4.1,KEAM,1,23.77,34.6,29.18,4.1,4.5,4.5,4.5
"School of Engineering and Technology, Noida International University",Greater Noida,21,3.6,CUETNSAT,1,4.44,6.76,5.6,3.3,,,
SJB Institute of Technology,Bangalore,8,3.9,COMEDK UGETKCET,1,10.46,10.46,10.46,3.9,4.0,4.0,4.0
National Fire Service College,Nagpur,1,3.8,MHT CETJEE Main,1,96.0,96.0,96.0,3.8,13.5,13.5,13.5
